Dependency Taxonomy,Configuration Parameter A,Configuration Parameter B,Class,Function
Behavior Dependency,hbase.hregion.memstore.block.multiplier,hbase.hregion.memstore.flush.size,org.apache.hadoop.hbase.regionserver.HRegion,<org.apache.hadoop.hbase.regionserver.HRegion: void setHTableSpecificConf()>
Behavior Dependency,hbase.hregion.majorcompaction,hbase.hregion.majorcompaction.jitter,org.apache.hadoop.hbase.regionserver.compactions.SortedCompactionPolicy,<org.apache.hadoop.hbase.regionserver.compactions.SortedCompactionPolicy: long getNextMajorCompactTime(java.util.Collection)>
Behavior Dependency,hbase.regionserver.global.memstore.size,hfile.block.cache.size,org.apache.hadoop.hbase.regionserver.HeapMemoryManager,<org.apache.hadoop.hbase.regionserver.HeapMemoryManager: boolean doInit(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,hbase.offpeak.end.hour,hbase.offpeak.start.hour,org.apache.hadoop.hbase.regionserver.compactions.OffPeakHours,"<org.apache.hadoop.hbase.regionserver.compactions.OffPeakHours: org.apache.hadoop.hbase.regionserver.compactions.OffPeakHours getInstance(int,int)>"
Behavior Dependency,hbase.ipc.server.callqueue.read.ratio,hbase.ipc.server.callqueue.scan.ratio,org.apache.hadoop.hbase.ipc.RWQueueRpcExecutor,"<org.apache.hadoop.hbase.ipc.RWQueueRpcExecutor: void <init>(java.lang.String,int,int,org.apache.hadoop.hbase.ipc.PriorityFunction,org.apache.hadoop.conf.Configuration,org.apache.hadoop.hbase.Abortable)>"
Behavior Dependency,hbase.hstore.compaction.min,hbase.hstore.compaction.ratio.offpeak,org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy,"<org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy: boolean filesInRatio(java.util.List,double)>"
Behavior Dependency,hbase.zookeeper.property.clientPort,hbase.zookeeper.quorum,org.apache.hadoop.hbase.zookeeper.ZKConfig,"<org.apache.hadoop.hbase.zookeeper.ZKConfig: java.lang.String buildZKQuorumServerString(java.lang.String[],java.lang.String)>"
Behavior Dependency,hadoop.security.group.mapping.ldap.search.filter.group,hadoop.security.group.mapping.ldap.search.filter.user,org.apache.hadoop.security.LdapGroupsMapping,<org.apache.hadoop.security.LdapGroupsMapping: void setConf(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,io.compression.codec.bzip2.library,io.native.lib.available,org.apache.hadoop.io.compress.bzip2.Bzip2Factory,<org.apache.hadoop.io.compress.bzip2.Bzip2Factory: boolean isNativeBzip2Loaded(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,io.mapfile.bloom.error.rate,io.mapfile.bloom.size,org.apache.hadoop.io.BloomMapFile$Writer,<org.apache.hadoop.io.BloomMapFile$Writer: void initBloomFilter(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,hadoop.security.group.mapping.ldap.search.attr.member,hadoop.security.group.mapping.ldap.search.filter.group,org.apache.hadoop.security.LdapGroupsMapping,"<org.apache.hadoop.security.LdapGroupsMapping: java.util.List lookupGroup(javax.naming.directory.SearchResult,javax.naming.directory.DirContext,int)>"
Behavior Dependency,hadoop.security.group.mapping.ldap.groupbase,hadoop.security.group.mapping.ldap.search.filter.group,org.apache.hadoop.security.LdapGroupsMapping,"<org.apache.hadoop.security.LdapGroupsMapping: java.util.List lookupGroup(javax.naming.directory.SearchResult,javax.naming.directory.DirContext,int)>"
Behavior Dependency,hadoop.security.group.mapping.ldap.posix.attr.gid.name,hadoop.security.group.mapping.ldap.posix.attr.uid.name,org.apache.hadoop.security.LdapGroupsMapping,"<org.apache.hadoop.security.LdapGroupsMapping: javax.naming.NamingEnumeration lookupPosixGroup(javax.naming.directory.SearchResult,javax.naming.directory.DirContext)>"
Behavior Dependency,hadoop.security.group.mapping.ldap.posix.attr.gid.name,hadoop.security.group.mapping.ldap.search.filter.group,org.apache.hadoop.security.LdapGroupsMapping,"<org.apache.hadoop.security.LdapGroupsMapping: javax.naming.NamingEnumeration lookupPosixGroup(javax.naming.directory.SearchResult,javax.naming.directory.DirContext)>"
Behavior Dependency,hadoop.security.group.mapping.ldap.posix.attr.gid.name,hadoop.security.group.mapping.ldap.search.attr.member,org.apache.hadoop.security.LdapGroupsMapping,"<org.apache.hadoop.security.LdapGroupsMapping: javax.naming.NamingEnumeration lookupPosixGroup(javax.naming.directory.SearchResult,javax.naming.directory.DirContext)>"
Behavior Dependency,hadoop.security.group.mapping.ldap.groupbase,hadoop.security.group.mapping.ldap.search.group.hierarchy.levels,org.apache.hadoop.security.LdapGroupsMapping,"<org.apache.hadoop.security.LdapGroupsMapping: java.util.List lookupGroup(javax.naming.directory.SearchResult,javax.naming.directory.DirContext,int)>"
Behavior Dependency,hadoop.security.group.mapping.ldap.search.filter.group,hadoop.security.group.mapping.ldap.search.group.hierarchy.levels,org.apache.hadoop.security.LdapGroupsMapping,"<org.apache.hadoop.security.LdapGroupsMapping: java.util.List lookupGroup(javax.naming.directory.SearchResult,javax.naming.directory.DirContext,int)>"
Behavior Dependency,fs.ftp.host,fs.ftp.host.port,org.apache.hadoop.fs.ftp.FTPFileSystem,<org.apache.hadoop.fs.ftp.FTPFileSystem: org.apache.commons.net.ftp.FTPClient connect()>
Behavior Dependency,yarn.resourcemanager.ha.automatic-failover.embedded,yarn.resourcemanager.ha.automatic-failover.enabled,org.apache.hadoop.yarn.conf.HAUtil,<org.apache.hadoop.yarn.conf.HAUtil: void verifyLeaderElection(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,yarn.timeline-service.enabled,yarn.timeline-service.version,org.apache.hadoop.yarn.conf.YarnConfiguration,<org.apache.hadoop.yarn.conf.YarnConfiguration: boolean timelineServiceV2Enabled(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,yarn.resourcemanager.ha.id,yarn.resourcemanager.ha.rm-ids,org.apache.hadoop.yarn.conf.HAUtil,<org.apache.hadoop.yarn.conf.HAUtil: java.lang.String getRMHAId(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,yarn.nodemanager.remote-app-log-dir,yarn.nodemanager.remote-app-log-dir-suffix,org.apache.hadoop.yarn.logaggregation.filecontroller.LogAggregationFileControllerFactory,<org.apache.hadoop.yarn.logaggregation.filecontroller.LogAggregationFileControllerFactory: void <init>(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,yarn.nodemanager.linux-container-executor.cgroups.mount,yarn.nodemanager.linux-container-executor.cgroups.mount-path,org.apache.hadoop.yarn.server.nodemanager.util.CgroupsLCEResourcesHandler,"<org.apache.hadoop.yarn.server.nodemanager.util.CgroupsLCEResourcesHandler: void init(org.apache.hadoop.yarn.server.nodemanager.LinuxContainerExecutor,org.apache.hadoop.yarn.util.ResourceCalculatorPlugin)>"
Behavior Dependency,yarn.nodemanager.linux-container-executor.cgroups.strict-resource-usage,yarn.nodemanager.resource.cpu-vcores,org.apache.hadoop.yarn.server.nodemanager.util.CgroupsLCEResourcesHandler,"<org.apache.hadoop.yarn.server.nodemanager.util.CgroupsLCEResourcesHandler: void setupLimits(org.apache.hadoop.yarn.api.records.ContainerId,org.apache.hadoop.yarn.api.records.Resource)>"
Behavior Dependency,yarn.nodemanager.resource.cpu-vcores,yarn.nodemanager.resource.percentage-physical-cpu-limit,org.apache.hadoop.yarn.server.nodemanager.ContainerExecutor,"<org.apache.hadoop.yarn.server.nodemanager.ContainerExecutor: java.lang.String[] getRunCommandForWindows(java.lang.String,java.lang.String,java.lang.String,org.apache.hadoop.fs.Path,org.apache.hadoop.conf.Configuration,org.apache.hadoop.yarn.api.records.Resource)>"
Behavior Dependency,yarn.nodemanager.resource.memory-mb,yarn.nodemanager.vmem-pmem-ratio,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl,<org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: void serviceInit(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,yarn.nodemanager.pmem-check-enabled,yarn.nodemanager.resource.memory-mb,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl,<org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: void serviceInit(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,yarn.system-metrics-publisher.enabled,yarn.timeline-service.enabled,org.apache.hadoop.yarn.server.nodemanager.containermanager.ContainerManagerImpl,"<org.apache.hadoop.yarn.server.nodemanager.containermanager.ContainerManagerImpl: void <init>(org.apache.hadoop.yarn.server.nodemanager.Context,org.apache.hadoop.yarn.server.nodemanager.ContainerExecutor,org.apache.hadoop.yarn.server.nodemanager.DeletionService,org.apache.hadoop.yarn.server.nodemanager.NodeStatusUpdater,org.apache.hadoop.yarn.server.nodemanager.metrics.NodeManagerMetrics,org.apache.hadoop.yarn.server.nodemanager.LocalDirsHandlerService)>"
Behavior Dependency,yarn.nodemanager.process-kill-wait.ms,yarn.nodemanager.sleep-delay-before-sigkill.ms,org.apache.hadoop.yarn.server.nodemanager.containermanager.ContainerManagerImpl,<org.apache.hadoop.yarn.server.nodemanager.containermanager.ContainerManagerImpl: void serviceInit(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,yarn.nodemanager.address,yarn.nodemanager.bind-host,org.apache.hadoop.yarn.server.nodemanager.containermanager.ContainerManagerImpl,<org.apache.hadoop.yarn.server.nodemanager.containermanager.ContainerManagerImpl: void serviceStart()>
Behavior Dependency,yarn.nodemanager.recovery.enabled,yarn.nodemanager.recovery.supervised,org.apache.hadoop.yarn.server.nodemanager.NodeStatusUpdaterImpl,<org.apache.hadoop.yarn.server.nodemanager.NodeStatusUpdaterImpl: boolean isNMUnderSupervisionWithRecoveryEnabled()>
Behavior Dependency,yarn.acl.enable,yarn.acl.reservation-enable,org.apache.hadoop.yarn.server.resourcemanager.security.ReservationsACLsManager,"<org.apache.hadoop.yarn.server.resourcemanager.security.ReservationsACLsManager: void <init>(org.apache.hadoop.yarn.server.resourcemanager.scheduler.ResourceScheduler,org.apache.hadoop.conf.Configuration)>"
Behavior Dependency,yarn.resourcemanager.ha.automatic-failover.enabled,yarn.resourcemanager.ha.enabled,org.apache.hadoop.yarn.server.resourcemanager.recovery.ZKRMStateStore,<org.apache.hadoop.yarn.server.resourcemanager.recovery.ZKRMStateStore: void startInternal()>
Behavior Dependency,yarn.resourcemanager.webapp.cross-origin.enabled,yarn.resourcemanager.webapp.delegation-token-auth-filter.enabled,org.apache.hadoop.yarn.server.resourcemanager.webapp.RMWebAppUtil,"<org.apache.hadoop.yarn.server.resourcemanager.webapp.RMWebAppUtil: void setupSecurityAndFilters(org.apache.hadoop.conf.Configuration,org.apache.hadoop.yarn.server.resourcemanager.security.RMDelegationTokenSecretManager)>"
Behavior Dependency,yarn.resourcemanager.ha.enabled,yarn.resourcemanager.zk-state-store.root-node.acl,org.apache.hadoop.yarn.server.resourcemanager.ResourceManager,<org.apache.hadoop.yarn.server.resourcemanager.ResourceManager: org.apache.hadoop.util.curator.ZKCuratorManager createAndStartZKManager(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,yarn.nodemanager.distributed-scheduling.enabled,yarn.resourcemanager.opportunistic-container-allocation.enabled,org.apache.hadoop.yarn.server.resourcemanager.ResourceManager,<org.apache.hadoop.yarn.server.resourcemanager.ResourceManager: org.apache.hadoop.yarn.server.resourcemanager.ApplicationMasterService createApplicationMasterService()>
Behavior Dependency,yarn.node-labels.configuration-type,yarn.node-labels.enabled,org.apache.hadoop.yarn.server.resourcemanager.ResourceManager,<org.apache.hadoop.yarn.server.resourcemanager.ResourceManager: org.apache.hadoop.yarn.server.resourcemanager.nodelabels.RMDelegatedNodeLabelsUpdater createRMDelegatedNodeLabelsUpdater()>
Behavior Dependency,yarn.resourcemanager.cluster-id,yarn.resourcemanager.ha.automatic-failover.zk-base-path,org.apache.hadoop.yarn.server.resourcemanager.CuratorBasedElectorService,<org.apache.hadoop.yarn.server.resourcemanager.CuratorBasedElectorService: void serviceInit(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,yarn.nodemanager.container-monitor.enabled,yarn.nodemanager.container-monitor.interval-ms,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl,<org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: void serviceInit(org.apache.hadoop.conf.Configuration)>
Behavior Dependency,yarn.nodemanager.resource.pcores-vcores-multiplier,yarn.nodemanager.resource.percentage-physical-cpu-limit,org.apache.hadoop.yarn.server.nodemanager.util.NodeManagerHardwareUtils,"<org.apache.hadoop.yarn.server.nodemanager.util.NodeManagerHardwareUtils: int getVCoresInternal(org.apache.hadoop.yarn.util.ResourceCalculatorPlugin,org.apache.hadoop.conf.Configuration)>"
Behavior Dependency,yarn.resourcemanager.ha.enabled,yarn.resourcemanager.ha.id,org.apache.hadoop.yarn.webapp.util.WebAppUtils,"<org.apache.hadoop.yarn.webapp.util.WebAppUtils: java.lang.String getRMWebAppURLWithoutScheme(org.apache.hadoop.conf.Configuration,boolean)>"
Behavior Dependency,yarn.client.failover-sleep-base-ms,yarn.resourcemanager.connect.max-wait.ms,org.apache.hadoop.yarn.client.RMProxy,"<org.apache.hadoop.yarn.client.RMProxy: org.apache.hadoop.io.retry.RetryPolicy createRetryPolicy(org.apache.hadoop.conf.Configuration,long,long,boolean)>"
Behavior Dependency,yarn.resourcemanager.address,yarn.resourcemanager.ha.rm-ids,org.apache.hadoop.yarn.conf.HAUtil,"<org.apache.hadoop.yarn.conf.HAUtil: java.lang.String addSuffix(java.lang.String,java.lang.String)>"
Behavior Dependency,yarn.client.failover-sleep-base-ms,yarn.nodemanager.resourcemanager.connect.max-wait.ms,org.apache.hadoop.yarn.client.RMProxy,"<org.apache.hadoop.yarn.client.RMProxy: org.apache.hadoop.io.retry.RetryPolicy createRetryPolicy(org.apache.hadoop.conf.Configuration,long,long,boolean)>"
Behavior Dependency,yarn.resourcemanager.ha.rm-ids,yarn.resourcemanager.webapp.https.address,org.apache.hadoop.yarn.conf.HAUtil,"<org.apache.hadoop.yarn.conf.HAUtil: java.lang.String addSuffix(java.lang.String,java.lang.String)>"
Behavior Dependency,yarn.resourcemanager.ha.rm-ids,yarn.resourcemanager.webapp.address,org.apache.hadoop.yarn.conf.HAUtil,"<org.apache.hadoop.yarn.conf.HAUtil: java.lang.String addSuffix(java.lang.String,java.lang.String)>"
Behavior Dependency,yarn.resourcemanager.webapp.spnego-keytab-file,yarn.resourcemanager.webapp.spnego-principal,org.apache.hadoop.yarn.webapp.WebApps$Builder,<org.apache.hadoop.yarn.webapp.WebApps$Builder: org.apache.hadoop.yarn.webapp.WebApp build(org.apache.hadoop.yarn.webapp.WebApp)>
Behavior Dependency,yarn.resourcemanager.address,yarn.resourcemanager.principal,org.apache.hadoop.security.SecurityUtil,"<org.apache.hadoop.security.SecurityUtil: java.lang.String replacePattern(java.lang.String[],java.lang.String)>"
Behavior Dependency,hadoop.http.filter.initializers,hadoop.security.authentication,org.apache.hadoop.yarn.server.resourcemanager.webapp.RMWebAppUtil,"<org.apache.hadoop.yarn.server.resourcemanager.webapp.RMWebAppUtil: void setupSecurityAndFilters(org.apache.hadoop.conf.Configuration,org.apache.hadoop.yarn.server.resourcemanager.security.RMDelegationTokenSecretManager)>"
Behavior Dependency,hadoop.http.staticuser.user,hadoop.security.authentication,org.apache.hadoop.yarn.server.resourcemanager.webapp.RMWebServices,"<org.apache.hadoop.yarn.server.resourcemanager.webapp.RMWebServices: javax.ws.rs.core.Response updateAppState(org.apache.hadoop.yarn.server.resourcemanager.webapp.dao.AppState,javax.servlet.http.HttpServletRequest,java.lang.String)>"
Behavior Dependency,hadoop.http.authentication.type,hadoop.security.authentication,org.apache.hadoop.yarn.server.webapp.AppBlock,<org.apache.hadoop.yarn.server.webapp.AppBlock: void render(org.apache.hadoop.yarn.webapp.view.HtmlBlock$Block)>
Behavior Dependency,dfs.heartbeat.interval,dfs.namenode.replication.interval,org.apache.hadoop.hdfs.server.mover.Mover,"<org.apache.hadoop.hdfs.server.mover.Mover: int run(java.util.Map,org.apache.hadoop.conf.Configuration)>"
Behavior Dependency,hadoop.common.configuration.version,hadoop.hdfs.configuration.version,org.apache.hadoop.hdfs.server.datanode.DataNode,"<org.apache.hadoop.hdfs.server.datanode.DataNode: void <init>(org.apache.hadoop.conf.Configuration,java.util.List,org.apache.hadoop.hdfs.server.datanode.checker.StorageLocationChecker,org.apache.hadoop.hdfs.server.datanode.SecureDataNodeStarter$SecureResources)>"
Behavior Dependency,dfs.namenode.handler.count,dfs.namenode.lifeline.handler.ratio,org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer,"<org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer: void <init>(org.apache.hadoop.conf.Configuration,org.apache.hadoop.hdfs.server.namenode.NameNode)>"
Behavior Dependency,dfs.namenode.checkpoint.txns,dfs.namenode.edit.log.autoroll.multiplier.threshold,org.apache.hadoop.hdfs.server.namenode.FSNamesystem,"<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void <init>(org.apache.hadoop.conf.Configuration,org.apache.hadoop.hdfs.server.namenode.FSImage,boolean)>"
Behavior Dependency,dfs.namenode.avoid.write.stale.datanode,dfs.namenode.stale.datanode.interval,org.apache.hadoop.hdfs.server.blockmanagement.HeartbeatManager,"<org.apache.hadoop.hdfs.server.blockmanagement.HeartbeatManager: void <init>(org.apache.hadoop.hdfs.server.namenode.Namesystem,org.apache.hadoop.hdfs.server.blockmanagement.BlockManager,org.apache.hadoop.conf.Configuration)>"
Behavior Dependency,dfs.heartbeat.interval,dfs.namenode.heartbeat.recheck-interval,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager,"<org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager: void <init>(org.apache.hadoop.hdfs.server.blockmanagement.BlockManager,org.apache.hadoop.hdfs.server.namenode.Namesystem,org.apache.hadoop.conf.Configuration)>"
Behavior Dependency,dfs.heartbeat.interval,dfs.namenode.stale.datanode.minimum.interval,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager,"<org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager: long getStaleIntervalFromConf(org.apache.hadoop.conf.Configuration,long)>"
Behavior Dependency,dfs.namenode.avoid.write.stale.datanode,dfs.namenode.write.stale.datanode.ratio,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager,<org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager: boolean shouldAvoidStaleDataNodesForWrite()>
Behavior Dependency,rpc.metrics.percentiles.intervals,rpc.metrics.quantile.enable,org.apache.hadoop.ipc.metrics.RpcMetrics,"<org.apache.hadoop.ipc.metrics.RpcMetrics: void <init>(org.apache.hadoop.ipc.Server,org.apache.hadoop.conf.Configuration)>"
Behavior Dependency,dfs.namenode.num.checkpoints.retained,dfs.namenode.num.extra.edits.retained,org.apache.hadoop.hdfs.server.namenode.NNStorageRetentionManager,<org.apache.hadoop.hdfs.server.namenode.NNStorageRetentionManager: void purgeOldStorage(org.apache.hadoop.hdfs.server.namenode.NNStorage$NameNodeFile)>
Behavior Dependency,dfs.ha.automatic-failover.enabled,dfs.ha.zkfc.port,org.apache.hadoop.hdfs.tools.NNHAServiceTarget,"<org.apache.hadoop.hdfs.tools.NNHAServiceTarget: void <init>(org.apache.hadoop.conf.Configuration,java.lang.String,java.lang.String)>"
Behavior Dependency,dfs.client-write-packet-size,dfs.client.socket-timeout,org.apache.hadoop.hdfs.DFSClient,<org.apache.hadoop.hdfs.DFSClient: int getDatanodeReadTimeout(int)>
Behavior Dependency,dfs.namenode.replication.considerLoad,dfs.namenode.replication.considerLoad.factor,org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicyDefault,"<org.apache.hadoop.hdfs.server.blockmanagement.BlockPlacementPolicyDefault: boolean isGoodDatanode(org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor,int,boolean,java.util.List,boolean)>"
Behavior Dependency,dfs.webhdfs.socket.connect-timeout,dfs.webhdfs.socket.read-timeout,org.apache.hadoop.hdfs.web.URLConnectionFactory,"<org.apache.hadoop.hdfs.web.URLConnectionFactory: org.apache.hadoop.security.authentication.client.ConnectionConfigurator getSSLConnectionConfiguration(int,int,org.apache.hadoop.conf.Configuration)>"
Behavior Dependency,dfs.namenode.rpc-address,dfs.nameservices,org.apache.hadoop.hdfs.DFSUtil,"<org.apache.hadoop.hdfs.DFSUtil: java.lang.String[] getSuffixIDs(org.apache.hadoop.conf.Configuration,java.lang.String,java.lang.String,java.lang.String,org.apache.hadoop.hdfs.DFSUtil$AddressMatcher)>"
Behavior Dependency,dfs.namenode.avoid.read.stale.datanode,dfs.namenode.stale.datanode.interval,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager,<org.apache.hadoop.hdfs.server.blockmanagement.DatanodeManager: boolean isInactive(org.apache.hadoop.hdfs.protocol.DatanodeInfo)>
Behavior Dependency,dfs.namenode.checkpoint.period,dfs.namenode.rpc-address,org.apache.hadoop.hdfs.server.namenode.FSNamesystem,<org.apache.hadoop.hdfs.server.namenode.FSNamesystem: void loadFSImage(org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption)>
Behavior Dependency,dfs.journalnode.https-address,dfs.journalnode.https-bind-host,org.apache.hadoop.hdfs.qjournal.server.JournalNodeHttpServer,<org.apache.hadoop.hdfs.qjournal.server.JournalNodeHttpServer: void start()>
Behavior Dependency,dfs.namenode.https-address,dfs.namenode.https-bind-host,org.apache.hadoop.hdfs.server.namenode.NameNodeHttpServer,<org.apache.hadoop.hdfs.server.namenode.NameNodeHttpServer: void start()>
Behavior Dependency,dfs.namenode.https-address,dfs.namenode.rpc-address,org.apache.hadoop.hdfs.DFSUtilClient,"<org.apache.hadoop.hdfs.DFSUtilClient: java.lang.String addSuffix(java.lang.String,java.lang.String)>"
Behavior Dependency,dfs.namenode.http-address,dfs.namenode.rpc-address,org.apache.hadoop.hdfs.DFSUtilClient,"<org.apache.hadoop.hdfs.DFSUtilClient: java.lang.String addSuffix(java.lang.String,java.lang.String)>"
Behavior Dependency,spark.storage.memoryfraction,spark.storage.safetyfraction,org.apache.spark.memory.StaticMemoryManager,*
